Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
803366	F2	1_mg_ml	Treatment	0.2	20200817	0
803366	F3	1_mg_ml	Treatment	0.196	20200817	0
803366	F6	0.1_mg_ml	Treatment	0.193	20200817	0
803366	F7	0.1_mg_ml	Treatment	0.189	20200817	0
803367	G2	1_mg_ml	Treatment	0.2	20200817	0
803367	G3	1_mg_ml	Treatment	0.199	20200817	0
803367	G6	0.1_mg_ml	Treatment	0.19	20200817	0
803367	G7	0.1_mg_ml	Treatment	0.191	20200817	0
803364	D2	1_mg_ml	Treatment	0.242	20200817	0
803364	D3	1_mg_ml	Treatment	0.241	20200817	0
803364	D6	0.1_mg_ml	Treatment	0.218	20200817	0
803364	D7	0.1_mg_ml	Treatment	0.199	20200817	0
803365	E2	1_mg_ml	Treatment	0.201	20200817	0
803365	E3	1_mg_ml	Treatment	0.202	20200817	0
803365	E6	0.1_mg_ml	Treatment	0.187	20200817	0
803365	E7	0.1_mg_ml	Treatment	0.178	20200817	0
803362	B2	1_mg_ml	Treatment	0.207	20200817	0
803362	B3	1_mg_ml	Treatment	0.21	20200817	0
803362	B6	0.1_mg_ml	Treatment	0.206	20200817	0
803362	B7	0.1_mg_ml	Treatment	0.194	20200817	0
803363	C2	1_mg_ml	Treatment	0.21	20200817	0
803363	C3	1_mg_ml	Treatment	0.206	20200817	0
803363	C6	0.1_mg_ml	Treatment	0.212	20200817	0
803363	C7	0.1_mg_ml	Treatment	0.206	20200817	0
803372	F4	1_mg_ml	Treatment	0.217	20200817	0
803372	F5	1_mg_ml	Treatment	0.209	20200817	0
803372	F8	0.1_mg_ml	Treatment	0.203	20200817	0
803372	F9	0.1_mg_ml	Treatment	0.2	20200817	0
L_cre_BM7	D10	None	Negative_Control	0.197	20200817	0
L_cre_BM7	D11	None	Negative_Control	0.198	20200817	0
L_cre_BM7	E10	None	Negative_Control	0.2	20200817	0
L_cre_BM7	E11	None	Negative_Control	0.199	20200817	0
L_cre_BM7	F10	None	Negative_Control	0.202	20200817	0
L_cre_BM7	F11	None	Negative_Control	0.199	20200817	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.202	20200817	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.207	20200817	0
803368	B4	1_mg_ml	Treatment	0.209	20200817	0
803368	B5	1_mg_ml	Treatment	0.211	20200817	0
803368	B8	0.1_mg_ml	Treatment	0.202	20200817	0
803368	B9	0.1_mg_ml	Treatment	0.192	20200817	0
803369	C4	1_mg_ml	Treatment	0.499	20200817	0
803369	C5	1_mg_ml	Treatment	0.547	20200817	0
803369	C8	0.1_mg_ml	Treatment	0.229	20200817	0
803369	C9	0.1_mg_ml	Treatment	0.213	20200817	0
PMB	B10	0.5_mg_ml	Positive_Control	0.203	20200817	0
PMB	B11	0.5_mg_ml	Positive_Control	0.204	20200817	0
803371	E4	1_mg_ml	Treatment	0.204	20200817	0
803371	E5	1_mg_ml	Treatment	0.198	20200817	0
803371	E8	0.1_mg_ml	Treatment	0.206	20200817	0
803371	E9	0.1_mg_ml	Treatment	0.189	20200817	0
803374	G4	1_mg_ml	Treatment	0.199	20200817	0
803374	G5	1_mg_ml	Treatment	0.207	20200817	0
803374	G8	0.1_mg_ml	Treatment	0.2	20200817	0
803374	G9	0.1_mg_ml	Treatment	0.191	20200817	0
BM7_only	G10	None	Blank	0.167	20200817	0
BM7_only	G11	None	Blank	0.174	20200817	0
803370	D4	1_mg_ml	Treatment	0.19	20200817	0
803370	D5	1_mg_ml	Treatment	0.203	20200817	0
803370	D8	0.1_mg_ml	Treatment	0.192	20200817	0
803370	D9	0.1_mg_ml	Treatment	0.194	20200817	0
803366	F2	1_mg_ml	Treatment	0.248	20200818	1
803366	F3	1_mg_ml	Treatment	0.246	20200818	1
803366	F6	0.1_mg_ml	Treatment	0.315	20200818	1
803366	F7	0.1_mg_ml	Treatment	0.338	20200818	1
803367	G2	1_mg_ml	Treatment	0.236	20200818	1
803367	G3	1_mg_ml	Treatment	0.238	20200818	1
803367	G6	0.1_mg_ml	Treatment	0.325	20200818	1
803367	G7	0.1_mg_ml	Treatment	0.285	20200818	1
803364	D2	1_mg_ml	Treatment	0.337	20200818	1
803364	D3	1_mg_ml	Treatment	0.32	20200818	1
803364	D6	0.1_mg_ml	Treatment	0.285	20200818	1
803364	D7	0.1_mg_ml	Treatment	0.269	20200818	1
803365	E2	1_mg_ml	Treatment	0.284	20200818	1
803365	E3	1_mg_ml	Treatment	0.308	20200818	1
803365	E6	0.1_mg_ml	Treatment	0.301	20200818	1
803365	E7	0.1_mg_ml	Treatment	0.337	20200818	1
803362	B2	1_mg_ml	Treatment	0.316	20200818	1
803362	B3	1_mg_ml	Treatment	0.274	20200818	1
803362	B6	0.1_mg_ml	Treatment	0.283	20200818	1
803362	B7	0.1_mg_ml	Treatment	0.305	20200818	1
803363	C2	1_mg_ml	Treatment	0.29	20200818	1
803363	C3	1_mg_ml	Treatment	0.272	20200818	1
803363	C6	0.1_mg_ml	Treatment	0.247	20200818	1
803363	C7	0.1_mg_ml	Treatment	0.331	20200818	1
803372	F4	1_mg_ml	Treatment	0.283	20200818	1
803372	F5	1_mg_ml	Treatment	0.302	20200818	1
803372	F8	0.1_mg_ml	Treatment	0.263	20200818	1
803372	F9	0.1_mg_ml	Treatment	0.327	20200818	1
L_cre_BM7	D10	None	Negative_Control	0.325	20200818	1
L_cre_BM7	D11	None	Negative_Control	0.269	20200818	1
L_cre_BM7	E10	None	Negative_Control	0.345	20200818	1
L_cre_BM7	E11	None	Negative_Control	0.268	20200818	1
L_cre_BM7	F10	None	Negative_Control	0.248	20200818	1
L_cre_BM7	F11	None	Negative_Control	0.248	20200818	1
Y4761	C10	0.005_mg_ml	Positive_Control	0.254	20200818	1
