Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
803577	D4	1_mg_ml	Treatment	0.3	20200903	0
803577	D5	1_mg_ml	Treatment	0.276	20200903	0
803577	D8	0.1_mg_ml	Treatment	0.198	20200903	0
803577	D9	0.1_mg_ml	Treatment	0.203	20200903	0
803576	C4	1_mg_ml	Treatment	0.2	20200903	0
803576	C5	1_mg_ml	Treatment	0.204	20200903	0
803576	C8	0.1_mg_ml	Treatment	0.203	20200903	0
803576	C9	0.1_mg_ml	Treatment	0.198	20200903	0
803575	B4	1_mg_ml	Treatment	0.186	20200903	0
803575	B5	1_mg_ml	Treatment	0.192	20200903	0
803575	B8	0.1_mg_ml	Treatment	0.182	20200903	0
803575	B9	0.1_mg_ml	Treatment	0.18	20200903	0
803574	G2	1_mg_ml	Treatment	0.244	20200903	0
803574	G3	1_mg_ml	Treatment	0.238	20200903	0
803574	G6	0.1_mg_ml	Treatment	0.19	20200903	0
803574	G7	0.1_mg_ml	Treatment	0.19	20200903	0
803573	F2	1_mg_ml	Treatment	0.19	20200903	0
803573	F3	1_mg_ml	Treatment	0.216	20200903	0
803573	F6	0.1_mg_ml	Treatment	0.192	20200903	0
803573	F7	0.1_mg_ml	Treatment	0.195	20200903	0
803572	E2	1_mg_ml	Treatment	0.337	20200903	0
803572	E3	1_mg_ml	Treatment	0.328	20200903	0
803572	E6	0.1_mg_ml	Treatment	0.192	20200903	0
803572	E7	0.1_mg_ml	Treatment	0.194	20200903	0
803571	D2	1_mg_ml	Treatment	0.219	20200903	0
803571	D3	1_mg_ml	Treatment	0.23	20200903	0
803571	D6	0.1_mg_ml	Treatment	0.193	20200903	0
803571	D7	0.1_mg_ml	Treatment	0.186	20200903	0
803570	C2	1_mg_ml	Treatment	0.197	20200903	0
803570	C3	1_mg_ml	Treatment	0.222	20200903	0
803570	C6	0.1_mg_ml	Treatment	0.194	20200903	0
803570	C7	0.1_mg_ml	Treatment	0.197	20200903	0
803580	G4	1_mg_ml	Treatment	0.351	20200903	0
803580	G5	1_mg_ml	Treatment	0.345	20200903	0
803580	G8	0.1_mg_ml	Treatment	0.24	20200903	0
803580	G9	0.1_mg_ml	Treatment	0.231	20200903	0
L_cre_BM7	D10	None	Negative_Control	0.206	20200903	0
L_cre_BM7	D11	None	Negative_Control	0.181	20200903	0
L_cre_BM7	E10	None	Negative_Control	0.202	20200903	0
L_cre_BM7	E11	None	Negative_Control	0.185	20200903	0
L_cre_BM7	F10	None	Negative_Control	0.211	20200903	0
L_cre_BM7	F11	None	Negative_Control	0.182	20200903	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.207	20200903	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.188	20200903	0
803579	F4	1_mg_ml	Treatment	0.197	20200903	0
803579	F5	1_mg_ml	Treatment	0.215	20200903	0
803579	F8	0.1_mg_ml	Treatment	0.198	20200903	0
803579	F9	0.1_mg_ml	Treatment	0.2	20200903	0
803578	E4	1_mg_ml	Treatment	0.202	20200903	0
803578	E5	1_mg_ml	Treatment	0.198	20200903	0
803578	E8	0.1_mg_ml	Treatment	0.196	20200903	0
803578	E9	0.1_mg_ml	Treatment	0.191	20200903	0
803569	B2	1_mg_ml	Treatment	0.205	20200903	0
803569	B3	1_mg_ml	Treatment	0.199	20200903	0
803569	B6	0.1_mg_ml	Treatment	0.185	20200903	0
803569	B7	0.1_mg_ml	Treatment	0.181	20200903	0
PMB	B10	0.5_mg_ml	Positive_Control	0.18	20200903	0
PMB	B11	0.5_mg_ml	Positive_Control	0.194	20200903	0
BM7_only	G10	None	Blank	0.167	20200903	0
BM7_only	G11	None	Blank	0.177	20200903	0
803577	D4	1_mg_ml	Treatment	0.322	20200904	1
803577	D5	1_mg_ml	Treatment	0.303	20200904	1
803577	D8	0.1_mg_ml	Treatment	0.192	20200904	1
803577	D9	0.1_mg_ml	Treatment	0.199	20200904	1
803576	C4	1_mg_ml	Treatment	0.199	20200904	1
803576	C5	1_mg_ml	Treatment	0.195	20200904	1
803576	C8	0.1_mg_ml	Treatment	0.198	20200904	1
803576	C9	0.1_mg_ml	Treatment	0.19	20200904	1
803575	B4	1_mg_ml	Treatment	0.208	20200904	1
803575	B5	1_mg_ml	Treatment	0.203	20200904	1
803575	B8	0.1_mg_ml	Treatment	0.192	20200904	1
803575	B9	0.1_mg_ml	Treatment	0.199	20200904	1
803574	G2	1_mg_ml	Treatment	0.469	20200904	1
803574	G3	1_mg_ml	Treatment	0.445	20200904	1
803574	G6	0.1_mg_ml	Treatment	0.2	20200904	1
803574	G7	0.1_mg_ml	Treatment	0.197	20200904	1
803573	F2	1_mg_ml	Treatment	0.2	20200904	1
803573	F3	1_mg_ml	Treatment	0.203	20200904	1
803573	F6	0.1_mg_ml	Treatment	0.187	20200904	1
803573	F7	0.1_mg_ml	Treatment	0.189	20200904	1
803572	E2	1_mg_ml	Treatment	0.463	20200904	1
803572	E3	1_mg_ml	Treatment	0.437	20200904	1
803572	E6	0.1_mg_ml	Treatment	0.196	20200904	1
803572	E7	0.1_mg_ml	Treatment	0.202	20200904	1
803571	D2	1_mg_ml	Treatment	0.225	20200904	1
803571	D3	1_mg_ml	Treatment	0.219	20200904	1
803571	D6	0.1_mg_ml	Treatment	0.183	20200904	1
803571	D7	0.1_mg_ml	Treatment	0.18	20200904	1
803570	C2	1_mg_ml	Treatment	0.209	20200904	1
803570	C3	1_mg_ml	Treatment	0.213	20200904	1
803570	C6	0.1_mg_ml	Treatment	0.189	20200904	1
803570	C7	0.1_mg_ml	Treatment	0.194	20200904	1
803580	G4	1_mg_ml	Treatment	0.386	20200904	1
803580	G5	1_mg_ml	Treatment	0.368	20200904	1
803580	G8	0.1_mg_ml	Treatment	0.257	20200904	1
803580	G9	0.1_mg_ml	Treatment	0.241	20200904	1
L_cre_BM7	D10	None	Negative_Control	0.199	20200904	1
L_cre_BM7	D11	None	Negative_Control	0.192	20200904	1
L_cre_BM7	E10	None	Negative_Control	0.202	20200904	1
L_cre_BM7	E11	None	Negative_Control	0.201	20200904	1
L_cre_BM7	F10	None	Negative_Control	0.198	20200904	1
L_cre_BM7	F11	None	Negative_Control	0.205	20200904	1
Y4761	C10	0.005_mg_ml	Positive_Control	0.191	20200904	1
Y4761	C11	0.005_mg_ml	Positive_Control	0.199	20200904	1
803579	F4	1_mg_ml	Treatment	0.214	20200904	1
803579	F5	1_mg_ml	Treatment	0.217	20200904	1
803579	F8	0.1_mg_ml	Treatment	0.208	20200904	1
803579	F9	0.1_mg_ml	Treatment	0.208	20200904	1
803578	E4	1_mg_ml	Treatment	0.217	20200904	1
803578	E5	1_mg_ml	Treatment	0.194	20200904	1
803578	E8	0.1_mg_ml	Treatment	0.204	20200904	1
803578	E9	0.1_mg_ml	Treatment	0.203	20200904	1
803569	B2	1_mg_ml	Treatment	0.245	20200904	1
803569	B3	1_mg_ml	Treatment	0.243	20200904	1
803569	B6	0.1_mg_ml	Treatment	0.2	20200904	1
803569	B7	0.1_mg_ml	Treatment	0.195	20200904	1
PMB	B10	0.5_mg_ml	Positive_Control	0.186	20200904	1
PMB	B11	0.5_mg_ml	Positive_Control	0.195	20200904	1
BM7_only	G10	None	Blank	0.17	20200904	1
BM7_only	G11	None	Blank	0.178	20200904	1
803577	D4	1_mg_ml	Treatment	0.346	20200905	2
803577	D5	1_mg_ml	Treatment	0.343	20200905	2
803577	D8	0.1_mg_ml	Treatment	0.223	20200905	2
803577	D9	0.1_mg_ml	Treatment	0.231	20200905	2
803576	C4	1_mg_ml	Treatment	0.234	20200905	2
803576	C5	1_mg_ml	Treatment	0.23	20200905	2
803576	C8	0.1_mg_ml	Treatment	0.239	20200905	2
803576	C9	0.1_mg_ml	Treatment	0.223	20200905	2
803575	B4	1_mg_ml	Treatment	0.272	20200905	2
803575	B5	1_mg_ml	Treatment	0.228	20200905	2
803575	B8	0.1_mg_ml	Treatment	0.224	20200905	2
803575	B9	0.1_mg_ml	Treatment	0.279	20200905	2
803574	G2	1_mg_ml	Treatment	0.535	20200905	2
803574	G3	1_mg_ml	Treatment	0.457	20200905	2
803574	G6	0.1_mg_ml	Treatment	0.279	20200905	2
803574	G7	0.1_mg_ml	Treatment	0.225	20200905	2
803573	F2	1_mg_ml	Treatment	0.231	20200905	2
803573	F3	1_mg_ml	Treatment	0.228	20200905	2
803573	F6	0.1_mg_ml	Treatment	0.217	20200905	2
803573	F7	0.1_mg_ml	Treatment	0.223	20200905	2
803572	E2	1_mg_ml	Treatment	0.495	20200905	2
803572	E3	1_mg_ml	Treatment	0.466	20200905	2
803572	E6	0.1_mg_ml	Treatment	0.231	20200905	2
803572	E7	0.1_mg_ml	Treatment	0.235	20200905	2
803571	D2	1_mg_ml	Treatment	0.252	20200905	2
803571	D3	1_mg_ml	Treatment	0.245	20200905	2
803571	D6	0.1_mg_ml	Treatment	0.211	20200905	2
803571	D7	0.1_mg_ml	Treatment	0.215	20200905	2
803570	C2	1_mg_ml	Treatment	0.241	20200905	2
803570	C3	1_mg_ml	Treatment	0.24	20200905	2
803570	C6	0.1_mg_ml	Treatment	0.22	20200905	2
