Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
803433	D2	1_mg_ml	Treatment	0.194	20200819	0
803433	D3	1_mg_ml	Treatment	0.205	20200819	0
803433	D6	0.1_mg_ml	Treatment	0.188	20200819	0
803433	D7	0.1_mg_ml	Treatment	0.186	20200819	0
803430	C2	1_mg_ml	Treatment	0.208	20200819	0
803430	C3	1_mg_ml	Treatment	0.206	20200819	0
803430	C6	0.1_mg_ml	Treatment	0.196	20200819	0
803430	C7	0.1_mg_ml	Treatment	0.201	20200819	0
BM7_only	G10	None	Blank	0.178	20200819	0
BM7_only	G11	None	Blank	0.185	20200819	0
803436	F2	1_mg_ml	Treatment	0.303	20200819	0
803436	F3	1_mg_ml	Treatment	0.299	20200819	0
803436	F6	0.1_mg_ml	Treatment	0.196	20200819	0
803436	F7	0.1_mg_ml	Treatment	0.207	20200819	0
803435	E2	1_mg_ml	Treatment	0.811	20200819	0
803435	E3	1_mg_ml	Treatment	0.772	20200819	0
803435	E6	0.1_mg_ml	Treatment	0.233	20200819	0
803435	E7	0.1_mg_ml	Treatment	0.227	20200819	0
803429	B2	1_mg_ml	Treatment	0.645	20200819	0
803429	B3	1_mg_ml	Treatment	0.577	20200819	0
803429	B6	0.1_mg_ml	Treatment	0.239	20200819	0
803429	B7	0.1_mg_ml	Treatment	0.247	20200819	0
803438	G2	1_mg_ml	Treatment	0.195	20200819	0
803438	G3	1_mg_ml	Treatment	0.198	20200819	0
803438	G6	0.1_mg_ml	Treatment	0.194	20200819	0
803438	G7	0.1_mg_ml	Treatment	0.202	20200819	0
L_cre_BM7	D10	None	Negative_Control	0.212	20200819	0
L_cre_BM7	D11	None	Negative_Control	0.199	20200819	0
L_cre_BM7	E10	None	Negative_Control	0.212	20200819	0
L_cre_BM7	E11	None	Negative_Control	0.197	20200819	0
L_cre_BM7	F10	None	Negative_Control	0.21	20200819	0
L_cre_BM7	F11	None	Negative_Control	0.204	20200819	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.208	20200819	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.203	20200819	0
803459	F4	1_mg_ml	Treatment	0.201	20200819	0
803459	F5	1_mg_ml	Treatment	0.213	20200819	0
803459	F8	0.1_mg_ml	Treatment	0.207	20200819	0
803459	F9	0.1_mg_ml	Treatment	0.209	20200819	0
PMB	B10	0.5_mg_ml	Positive_Control	0.191	20200819	0
PMB	B11	0.5_mg_ml	Positive_Control	0.195	20200819	0
803450	B4	1_mg_ml	Treatment	0.204	20200819	0
803450	B5	1_mg_ml	Treatment	0.206	20200819	0
803450	B8	0.1_mg_ml	Treatment	0.198	20200819	0
803450	B9	0.1_mg_ml	Treatment	0.194	20200819	0
803454	C4	1_mg_ml	Treatment	0.202	20200819	0
803454	C5	1_mg_ml	Treatment	0.206	20200819	0
803454	C8	0.1_mg_ml	Treatment	0.207	20200819	0
803454	C9	0.1_mg_ml	Treatment	0.205	20200819	0
803460	G4	1_mg_ml	Treatment	0.551	20200819	0
803460	G5	1_mg_ml	Treatment	0.507	20200819	0
803460	G8	0.1_mg_ml	Treatment	0.255	20200819	0
803460	G9	0.1_mg_ml	Treatment	0.26	20200819	0
803456	D4	1_mg_ml	Treatment	0.2	20200819	0
803456	D5	1_mg_ml	Treatment	0.196	20200819	0
803456	D8	0.1_mg_ml	Treatment	0.195	20200819	0
803456	D9	0.1_mg_ml	Treatment	0.203	20200819	0
803457	E4	1_mg_ml	Treatment	0.211	20200819	0
803457	E5	1_mg_ml	Treatment	0.202	20200819	0
803457	E8	0.1_mg_ml	Treatment	0.206	20200819	0
803457	E9	0.1_mg_ml	Treatment	0.2	20200819	0
803433	D2	1_mg_ml	Treatment	0.292	20200820	1
803433	D3	1_mg_ml	Treatment	0.301	20200820	1
803433	D6	0.1_mg_ml	Treatment	0.183	20200820	1
803433	D7	0.1_mg_ml	Treatment	0.181	20200820	1
803430	C2	1_mg_ml	Treatment	0.213	20200820	1
803430	C3	1_mg_ml	Treatment	0.205	20200820	1
803430	C6	0.1_mg_ml	Treatment	0.194	20200820	1
803430	C7	0.1_mg_ml	Treatment	0.195	20200820	1
BM7_only	G10	None	Blank	0.172	20200820	1
BM7_only	G11	None	Blank	0.184	20200820	1
803436	F2	1_mg_ml	Treatment	0.711	20200820	1
803436	F3	1_mg_ml	Treatment	0.789	20200820	1
803436	F6	0.1_mg_ml	Treatment	0.191	20200820	1
803436	F7	0.1_mg_ml	Treatment	0.204	20200820	1
803435	E2	1_mg_ml	Treatment	0.95	20200820	1
803435	E3	1_mg_ml	Treatment	0.962	20200820	1
803435	E6	0.1_mg_ml	Treatment	0.259	20200820	1
803435	E7	0.1_mg_ml	Treatment	0.225	20200820	1
803429	B2	1_mg_ml	Treatment	0.915	20200820	1
803429	B3	1_mg_ml	Treatment	0.823	20200820	1
803429	B6	0.1_mg_ml	Treatment	0.306	20200820	1
803429	B7	0.1_mg_ml	Treatment	0.272	20200820	1
803438	G2	1_mg_ml	Treatment	0.212	20200820	1
803438	G3	1_mg_ml	Treatment	0.202	20200820	1
803438	G6	0.1_mg_ml	Treatment	0.187	20200820	1
803438	G7	0.1_mg_ml	Treatment	0.201	20200820	1
L_cre_BM7	D10	None	Negative_Control	0.199	20200820	1
L_cre_BM7	D11	None	Negative_Control	0.196	20200820	1
L_cre_BM7	E10	None	Negative_Control	0.201	20200820	1
L_cre_BM7	E11	None	Negative_Control	0.198	20200820	1
L_cre_BM7	F10	None	Negative_Control	0.205	20200820	1
L_cre_BM7	F11	None	Negative_Control	0.206	20200820	1
Y4761	C10	0.005_mg_ml	Positive_Control	0.195	20200820	1
Y4761	C11	0.005_mg_ml	Positive_Control	0.201	20200820	1
803459	F4	1_mg_ml	Treatment	0.197	20200820	1
803459	F5	1_mg_ml	Treatment	0.209	20200820	1
803459	F8	0.1_mg_ml	Treatment	0.204	20200820	1
803459	F9	0.1_mg_ml	Treatment	0.201	20200820	1
PMB	B10	0.5_mg_ml	Positive_Control	0.189	20200820	1
PMB	B11	0.5_mg_ml	Positive_Control	0.197	20200820	1
803450	B4	1_mg_ml	Treatment	0.223	20200820	1
803450	B5	1_mg_ml	Treatment	0.243	20200820	1
803450	B8	0.1_mg_ml	Treatment	0.199	20200820	1
803450	B9	0.1_mg_ml	Treatment	0.195	20200820	1
803454	C4	1_mg_ml	Treatment	0.199	20200820	1
803454	C5	1_mg_ml	Treatment	0.2	20200820	1
803454	C8	0.1_mg_ml	Treatment	0.202	20200820	1
803454	C9	0.1_mg_ml	Treatment	0.198	20200820	1
803460	G4	1_mg_ml	Treatment	0.584	20200820	1
803460	G5	1_mg_ml	Treatment	0.533	20200820	1
803460	G8	0.1_mg_ml	Treatment	0.271	20200820	1
803460	G9	0.1_mg_ml	Treatment	0.288	20200820	1
803456	D4	1_mg_ml	Treatment	0.207	20200820	1
803456	D5	1_mg_ml	Treatment	0.2	20200820	1
803456	D8	0.1_mg_ml	Treatment	0.189	20200820	1
803456	D9	0.1_mg_ml	Treatment	0.199	20200820	1
803457	E4	1_mg_ml	Treatment	0.212	20200820	1
803457	E5	1_mg_ml	Treatment	0.204	20200820	1
803457	E8	0.1_mg_ml	Treatment	0.205	20200820	1
803457	E9	0.1_mg_ml	Treatment	0.193	20200820	1
803433	D2	1_mg_ml	Treatment	0.386	20200821	2
803433	D3	1_mg_ml	Treatment	0.391	20200821	2
803433	D6	0.1_mg_ml	Treatment	0.345	20200821	2
803433	D7	0.1_mg_ml	Treatment	0.352	20200821	2
