Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
803502	G4	1_mg_ml	Treatment	0.171	20200824	0
803502	G5	1_mg_ml	Treatment	0.178	20200824	0
803502	G8	0.1_mg_ml	Treatment	0.17	20200824	0
803502	G9	0.1_mg_ml	Treatment	0.17	20200824	0
803500	E4	1_mg_ml	Treatment	0.172	20200824	0
803500	E5	1_mg_ml	Treatment	0.177	20200824	0
803500	E8	0.1_mg_ml	Treatment	0.166	20200824	0
803500	E9	0.1_mg_ml	Treatment	0.165	20200824	0
803501	F4	1_mg_ml	Treatment	0.173	20200824	0
803501	F5	1_mg_ml	Treatment	0.177	20200824	0
803501	F8	0.1_mg_ml	Treatment	0.166	20200824	0
803501	F9	0.1_mg_ml	Treatment	0.175	20200824	0
L_cre_BM7	D10	None	Negative_Control	0.18	20200824	0
L_cre_BM7	D11	None	Negative_Control	0.182	20200824	0
L_cre_BM7	E10	None	Negative_Control	0.174	20200824	0
L_cre_BM7	E11	None	Negative_Control	0.177	20200824	0
L_cre_BM7	F10	None	Negative_Control	0.171	20200824	0
L_cre_BM7	F11	None	Negative_Control	0.175	20200824	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.178	20200824	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.178	20200824	0
803494	F2	1_mg_ml	Treatment	0.287	20200824	0
803494	F3	1_mg_ml	Treatment	0.278	20200824	0
803494	F6	0.1_mg_ml	Treatment	0.165	20200824	0
803494	F7	0.1_mg_ml	Treatment	0.17	20200824	0
803496	G2	1_mg_ml	Treatment	0.243	20200824	0
803496	G3	1_mg_ml	Treatment	0.248	20200824	0
803496	G6	0.1_mg_ml	Treatment	0.174	20200824	0
803496	G7	0.1_mg_ml	Treatment	0.181	20200824	0
803497	B4	1_mg_ml	Treatment	0.218	20200824	0
803497	B5	1_mg_ml	Treatment	0.225	20200824	0
803497	B8	0.1_mg_ml	Treatment	0.177	20200824	0
803497	B9	0.1_mg_ml	Treatment	0.18	20200824	0
803490	E2	1_mg_ml	Treatment	0.333	20200824	0
803490	E3	1_mg_ml	Treatment	0.316	20200824	0
803490	E6	0.1_mg_ml	Treatment	0.171	20200824	0
803490	E7	0.1_mg_ml	Treatment	0.177	20200824	0
PMB	B10	0.5_mg_ml	Positive_Control	0.176	20200824	0
PMB	B11	0.5_mg_ml	Positive_Control	0.175	20200824	0
803487	B2	1_mg_ml	Treatment	0.68	20200824	0
803487	B3	1_mg_ml	Treatment	0.718	20200824	0
803487	B6	0.1_mg_ml	Treatment	0.194	20200824	0
803487	B7	0.1_mg_ml	Treatment	0.195	20200824	0
803489	D2	1_mg_ml	Treatment	0.184	20200824	0
803489	D3	1_mg_ml	Treatment	0.176	20200824	0
803489	D6	0.1_mg_ml	Treatment	0.159	20200824	0
803489	D7	0.1_mg_ml	Treatment	0.171	20200824	0
803488	C2	1_mg_ml	Treatment	0.503	20200824	0
803488	C3	1_mg_ml	Treatment	0.498	20200824	0
803488	C6	0.1_mg_ml	Treatment	0.193	20200824	0
803488	C7	0.1_mg_ml	Treatment	0.191	20200824	0
803498	C4	1_mg_ml	Treatment	0.184	20200824	0
803498	C5	1_mg_ml	Treatment	0.183	20200824	0
803498	C8	0.1_mg_ml	Treatment	0.169	20200824	0
803498	C9	0.1_mg_ml	Treatment	0.174	20200824	0
803499	D4	1_mg_ml	Treatment	0.173	20200824	0
803499	D5	1_mg_ml	Treatment	0.169	20200824	0
803499	D8	0.1_mg_ml	Treatment	0.172	20200824	0
803499	D9	0.1_mg_ml	Treatment	0.173	20200824	0
BM7_only	G10	None	Blank	0.164	20200824	0
BM7_only	G11	None	Blank	0.164	20200824	0
803502	G4	1_mg_ml	Treatment	0.175	20200825	1
803502	G5	1_mg_ml	Treatment	0.183	20200825	1
803502	G8	0.1_mg_ml	Treatment	0.176	20200825	1
803502	G9	0.1_mg_ml	Treatment	0.175	20200825	1
803500	E4	1_mg_ml	Treatment	0.178	20200825	1
803500	E5	1_mg_ml	Treatment	0.181	20200825	1
803500	E8	0.1_mg_ml	Treatment	0.175	20200825	1
803500	E9	0.1_mg_ml	Treatment	0.176	20200825	1
803501	F4	1_mg_ml	Treatment	0.175	20200825	1
803501	F5	1_mg_ml	Treatment	0.179	20200825	1
803501	F8	0.1_mg_ml	Treatment	0.175	20200825	1
803501	F9	0.1_mg_ml	Treatment	0.176	20200825	1
L_cre_BM7	D10	None	Negative_Control	0.187	20200825	1
L_cre_BM7	D11	None	Negative_Control	0.189	20200825	1
L_cre_BM7	E10	None	Negative_Control	0.182	20200825	1
L_cre_BM7	E11	None	Negative_Control	0.191	20200825	1
L_cre_BM7	F10	None	Negative_Control	0.177	20200825	1
L_cre_BM7	F11	None	Negative_Control	0.187	20200825	1
Y4761	C10	0.005_mg_ml	Positive_Control	0.18	20200825	1
Y4761	C11	0.005_mg_ml	Positive_Control	0.181	20200825	1
803494	F2	1_mg_ml	Treatment	0.603	20200825	1
803494	F3	1_mg_ml	Treatment	0.66	20200825	1
803494	F6	0.1_mg_ml	Treatment	0.168	20200825	1
803494	F7	0.1_mg_ml	Treatment	0.172	20200825	1
803496	G2	1_mg_ml	Treatment	0.27	20200825	1
803496	G3	1_mg_ml	Treatment	0.266	20200825	1
803496	G6	0.1_mg_ml	Treatment	0.179	20200825	1
803496	G7	0.1_mg_ml	Treatment	0.189	20200825	1
803497	B4	1_mg_ml	Treatment	0.217	20200825	1
803497	B5	1_mg_ml	Treatment	0.245	20200825	1
803497	B8	0.1_mg_ml	Treatment	0.184	20200825	1
803497	B9	0.1_mg_ml	Treatment	0.187	20200825	1
803490	E2	1_mg_ml	Treatment	0.355	20200825	1
803490	E3	1_mg_ml	Treatment	0.342	20200825	1
803490	E6	0.1_mg_ml	Treatment	0.182	20200825	1
803490	E7	0.1_mg_ml	Treatment	0.189	20200825	1
PMB	B10	0.5_mg_ml	Positive_Control	0.179	20200825	1
PMB	B11	0.5_mg_ml	Positive_Control	0.179	20200825	1
803487	B2	1_mg_ml	Treatment	0.771	20200825	1
803487	B3	1_mg_ml	Treatment	0.804	20200825	1
803487	B6	0.1_mg_ml	Treatment	0.215	20200825	1
803487	B7	0.1_mg_ml	Treatment	0.215	20200825	1
803489	D2	1_mg_ml	Treatment	0.186	20200825	1
803489	D3	1_mg_ml	Treatment	0.179	20200825	1
803489	D6	0.1_mg_ml	Treatment	0.167	20200825	1
803489	D7	0.1_mg_ml	Treatment	0.179	20200825	1
803488	C2	1_mg_ml	Treatment	0.652	20200825	1
803488	C3	1_mg_ml	Treatment	0.626	20200825	1
803488	C6	0.1_mg_ml	Treatment	0.201	20200825	1
803488	C7	0.1_mg_ml	Treatment	0.2	20200825	1
803498	C4	1_mg_ml	Treatment	0.215	20200825	1
803498	C5	1_mg_ml	Treatment	0.216	20200825	1
803498	C8	0.1_mg_ml	Treatment	0.18	20200825	1
803498	C9	0.1_mg_ml	Treatment	0.183	20200825	1
803499	D4	1_mg_ml	Treatment	0.176	20200825	1
803499	D5	1_mg_ml	Treatment	0.179	20200825	1
803499	D8	0.1_mg_ml	Treatment	0.178	20200825	1
803499	D9	0.1_mg_ml	Treatment	0.183	20200825	1
BM7_only	G10	None	Blank	0.167	20200825	1
BM7_only	G11	None	Blank	0.166	20200825	1
803502	G4	1_mg_ml	Treatment	0.18	20200826	2
803502	G5	1_mg_ml	Treatment	0.186	20200826	2
803502	G8	0.1_mg_ml	Treatment	0.181	20200826	2
803502	G9	0.1_mg_ml	Treatment	0.181	20200826	2
803500	E4	1_mg_ml	Treatment	0.182	20200826	2
803500	E5	1_mg_ml	Treatment	0.183	20200826	2
803500	E8	0.1_mg_ml	Treatment	0.172	20200826	2
803500	E9	0.1_mg_ml	Treatment	0.173	20200826	2
803501	F4	1_mg_ml	Treatment	0.182	20200826	2
803501	F5	1_mg_ml	Treatment	0.184	20200826	2
803501	F8	0.1_mg_ml	Treatment	0.175	20200826	2
803501	F9	0.1_mg_ml	Treatment	0.181	20200826	2
L_cre_BM7	D10	None	Negative_Control	0.188	20200826	2
L_cre_BM7	D11	None	Negative_Control	0.192	20200826	2
L_cre_BM7	E10	None	Negative_Control	0.181	20200826	2
L_cre_BM7	E11	None	Negative_Control	0.186	20200826	2
L_cre_BM7	F10	None	Negative_Control	0.179	20200826	2
L_cre_BM7	F11	None	Negative_Control	0.186	20200826	2
Y4761	C10	0.005_mg_ml	Positive_Control	0.18	20200826	2
Y4761	C11	0.005_mg_ml	Positive_Control	0.182	20200826	2
803494	F2	1_mg_ml	Treatment	0.681	20200826	2
803494	F3	1_mg_ml	Treatment	0.804	20200826	2
803494	F6	0.1_mg_ml	Treatment	0.17	20200826	2
803494	F7	0.1_mg_ml	Treatment	0.176	20200826	2
803496	G2	1_mg_ml	Treatment	0.408	20200826	2
803496	G3	1_mg_ml	Treatment	0.297	20200826	2
803496	G6	0.1_mg_ml	Treatment	0.219	20200826	2
803496	G7	0.1_mg_ml	Treatment	0.223	20200826	2
803497	B4	1_mg_ml	Treatment	0.246	20200826	2
803497	B5	1_mg_ml	Treatment	0.249	20200826	2
803497	B8	0.1_mg_ml	Treatment	0.189	20200826	2
803497	B9	0.1_mg_ml	Treatment	0.195	20200826	2
