Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
L_cre_BM7	D10	None	Negative_Control	0.188	20200904	0
L_cre_BM7	D11	None	Negative_Control	0.185	20200904	0
L_cre_BM7	E10	None	Negative_Control	0.182	20200904	0
L_cre_BM7	E11	None	Negative_Control	0.181	20200904	0
L_cre_BM7	F10	None	Negative_Control	0.18	20200904	0
L_cre_BM7	F11	None	Negative_Control	0.177	20200904	0
803631	C2	1_mg_ml	Treatment	0.282	20200904	0
803631	C3	1_mg_ml	Treatment	0.275	20200904	0
803631	C6	0.1_mg_ml	Treatment	0.179	20200904	0
803631	C7	0.1_mg_ml	Treatment	0.182	20200904	0
803629	B2	1_mg_ml	Treatment	0.186	20200904	0
803629	B3	1_mg_ml	Treatment	0.205	20200904	0
803629	B6	0.1_mg_ml	Treatment	0.171	20200904	0
803629	B7	0.1_mg_ml	Treatment	0.173	20200904	0
BM7_only	G10	None	Blank	0.169	20200904	0
BM7_only	G11	None	Blank	0.166	20200904	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.179	20200904	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.179	20200904	0
PMB	B10	0.5_mg_ml	Positive_Control	0.175	20200904	0
PMB	B11	0.5_mg_ml	Positive_Control	0.173	20200904	0
L_cre_BM7	D10	None	Negative_Control	0.197	20200905	1
L_cre_BM7	D11	None	Negative_Control	0.201	20200905	1
L_cre_BM7	E10	None	Negative_Control	0.204	20200905	1
L_cre_BM7	E11	None	Negative_Control	0.209	20200905	1
L_cre_BM7	F10	None	Negative_Control	0.207	20200905	1
L_cre_BM7	F11	None	Negative_Control	0.193	20200905	1
803631	C2	1_mg_ml	Treatment	0.351	20200905	1
803631	C3	1_mg_ml	Treatment	0.348	20200905	1
803631	C6	0.1_mg_ml	Treatment	0.193	20200905	1
803631	C7	0.1_mg_ml	Treatment	0.193	20200905	1
803629	B2	1_mg_ml	Treatment	0.219	20200905	1
803629	B3	1_mg_ml	Treatment	0.255	20200905	1
803629	B6	0.1_mg_ml	Treatment	0.182	20200905	1
803629	B7	0.1_mg_ml	Treatment	0.183	20200905	1
BM7_only	G10	None	Blank	0.172	20200905	1
BM7_only	G11	None	Blank	0.173	20200905	1
Y4761	C10	0.005_mg_ml	Positive_Control	0.185	20200905	1
Y4761	C11	0.005_mg_ml	Positive_Control	0.185	20200905	1
PMB	B10	0.5_mg_ml	Positive_Control	0.188	20200905	1
PMB	B11	0.5_mg_ml	Positive_Control	0.18	20200905	1
L_cre_BM7	D10	None	Negative_Control	0.253	20200906	2
L_cre_BM7	D11	None	Negative_Control	0.235	20200906	2
L_cre_BM7	E10	None	Negative_Control	0.282	20200906	2
L_cre_BM7	E11	None	Negative_Control	0.273	20200906	2
L_cre_BM7	F10	None	Negative_Control	0.281	20200906	2
L_cre_BM7	F11	None	Negative_Control	0.249	20200906	2
803631	C2	1_mg_ml	Treatment	0.402	20200906	2
803631	C3	1_mg_ml	Treatment	0.395	20200906	2
803631	C6	0.1_mg_ml	Treatment	0.232	20200906	2
803631	C7	0.1_mg_ml	Treatment	0.236	20200906	2
803629	B2	1_mg_ml	Treatment	0.257	20200906	2
803629	B3	1_mg_ml	Treatment	0.282	20200906	2
803629	B6	0.1_mg_ml	Treatment	0.216	20200906	2
803629	B7	0.1_mg_ml	Treatment	0.22	20200906	2
BM7_only	G10	None	Blank	0.172	20200906	2
BM7_only	G11	None	Blank	0.172	20200906	2
Y4761	C10	0.005_mg_ml	Positive_Control	0.178	20200906	2
Y4761	C11	0.005_mg_ml	Positive_Control	0.179	20200906	2
PMB	B10	0.5_mg_ml	Positive_Control	0.179	20200906	2
PMB	B11	0.5_mg_ml	Positive_Control	0.179	20200906	2
L_cre_BM7	D10	None	Negative_Control	0.404	20200907	3
L_cre_BM7	D11	None	Negative_Control	0.376	20200907	3
L_cre_BM7	E10	None	Negative_Control	0.439	20200907	3
L_cre_BM7	E11	None	Negative_Control	0.45	20200907	3
L_cre_BM7	F10	None	Negative_Control	0.427	20200907	3
L_cre_BM7	F11	None	Negative_Control	0.405	20200907	3
803631	C2	1_mg_ml	Treatment	0.485	20200907	3
803631	C3	1_mg_ml	Treatment	0.488	20200907	3
803631	C6	0.1_mg_ml	Treatment	0.311	20200907	3
803631	C7	0.1_mg_ml	Treatment	0.318	20200907	3
803629	B2	1_mg_ml	Treatment	0.322	20200907	3
803629	B3	1_mg_ml	Treatment	0.327	20200907	3
803629	B6	0.1_mg_ml	Treatment	0.297	20200907	3
803629	B7	0.1_mg_ml	Treatment	0.303	20200907	3
BM7_only	G10	None	Blank	0.172	20200907	3
BM7_only	G11	None	Blank	0.174	20200907	3
Y4761	C10	0.005_mg_ml	Positive_Control	0.177	20200907	3
Y4761	C11	0.005_mg_ml	Positive_Control	0.18	20200907	3
PMB	B10	0.5_mg_ml	Positive_Control	0.18	20200907	3
PMB	B11	0.5_mg_ml	Positive_Control	0.179	20200907	3
L_cre_BM7	D10	None	Negative_Control	0.679	20200908	4
L_cre_BM7	D11	None	Negative_Control	0.63	20200908	4
L_cre_BM7	E10	None	Negative_Control	0.716	20200908	4
L_cre_BM7	E11	None	Negative_Control	0.782	20200908	4
L_cre_BM7	F10	None	Negative_Control	0.741	20200908	4
L_cre_BM7	F11	None	Negative_Control	0.731	20200908	4
803631	C2	1_mg_ml	Treatment	0.534	20200908	4
803631	C3	1_mg_ml	Treatment	0.547	20200908	4
803631	C6	0.1_mg_ml	Treatment	0.536	20200908	4
803631	C7	0.1_mg_ml	Treatment	0.543	20200908	4
803629	B2	1_mg_ml	Treatment	0.35	20200908	4
803629	B3	1_mg_ml	Treatment	0.358	20200908	4
803629	B6	0.1_mg_ml	Treatment	0.524	20200908	4
803629	B7	0.1_mg_ml	Treatment	0.538	20200908	4
BM7_only	G10	None	Blank	0.171	20200908	4
BM7_only	G11	None	Blank	0.172	20200908	4
Y4761	C10	0.005_mg_ml	Positive_Control	1.09	20200908	4
Y4761	C11	0.005_mg_ml	Positive_Control	0.179	20200908	4
PMB	B10	0.5_mg_ml	Positive_Control	0.179	20200908	4
PMB	B11	0.5_mg_ml	Positive_Control	0.178	20200908	4
L_cre_BM7	D10	None	Negative_Control	0.83	20200909	5
L_cre_BM7	D11	None	Negative_Control	0.681	20200909	5
L_cre_BM7	E10	None	Negative_Control	0.829	20200909	5
L_cre_BM7	E11	None	Negative_Control	0.9	20200909	5
L_cre_BM7	F10	None	Negative_Control	0.871	20200909	5
L_cre_BM7	F11	None	Negative_Control	0.796	20200909	5
803631	C2	1_mg_ml	Treatment	0.62	20200909	5
803631	C3	1_mg_ml	Treatment	0.663	20200909	5
803631	C6	0.1_mg_ml	Treatment	0.647	20200909	5
803631	C7	0.1_mg_ml	Treatment	0.65	20200909	5
803629	B2	1_mg_ml	Treatment	0.367	20200909	5
803629	B3	1_mg_ml	Treatment	0.38	20200909	5
803629	B6	0.1_mg_ml	Treatment	0.602	20200909	5
803629	B7	0.1_mg_ml	Treatment	0.615	20200909	5
BM7_only	G10	None	Blank	0.171	20200909	5
BM7_only	G11	None	Blank	0.172	20200909	5
Y4761	C10	0.005_mg_ml	Positive_Control	2.032	20200909	5
Y4761	C11	0.005_mg_ml	Positive_Control	0.179	20200909	5
PMB	B10	0.5_mg_ml	Positive_Control	0.181	20200909	5
PMB	B11	0.5_mg_ml	Positive_Control	0.178	20200909	5
L_cre_BM7	D10	None	Negative_Control	0.883	20200910	6
L_cre_BM7	D11	None	Negative_Control	0.673	20200910	6
L_cre_BM7	E10	None	Negative_Control	0.864	20200910	6
L_cre_BM7	E11	None	Negative_Control	0.936	20200910	6
L_cre_BM7	F10	None	Negative_Control	0.885	20200910	6
L_cre_BM7	F11	None	Negative_Control	0.81	20200910	6
803631	C2	1_mg_ml	Treatment	0.718	20200910	6
803631	C3	1_mg_ml	Treatment	0.719	20200910	6
803631	C6	0.1_mg_ml	Treatment	0.651	20200910	6
803631	C7	0.1_mg_ml	Treatment	0.645	20200910	6
803629	B2	1_mg_ml	Treatment	0.402	20200910	6
803629	B3	1_mg_ml	Treatment	0.419	20200910	6
803629	B6	0.1_mg_ml	Treatment	0.587	20200910	6
803629	B7	0.1_mg_ml	Treatment	0.617	20200910	6
BM7_only	G10	None	Blank	0.171	20200910	6
BM7_only	G11	None	Blank	0.173	20200910	6
Y4761	C10	0.005_mg_ml	Positive_Control	2.095	20200910	6
Y4761	C11	0.005_mg_ml	Positive_Control	0.178	20200910	6
PMB	B10	0.5_mg_ml	Positive_Control	0.18	20200910	6
PMB	B11	0.5_mg_ml	Positive_Control	0.176	20200910	6
L_cre_BM7	D10	None	Negative_Control	0.834	20200911	7
L_cre_BM7	D11	None	Negative_Control	0.653	20200911	7
L_cre_BM7	E10	None	Negative_Control	0.794	20200911	7
L_cre_BM7	E11	None	Negative_Control	0.884	20200911	7
L_cre_BM7	F10	None	Negative_Control	0.823	20200911	7
L_cre_BM7	F11	None	Negative_Control	0.752	20200911	7
803631	C2	1_mg_ml	Treatment	0.727	20200911	7
803631	C3	1_mg_ml	Treatment	0.706	20200911	7
803631	C6	0.1_mg_ml	Treatment	0.618	20200911	7
803631	C7	0.1_mg_ml	Treatment	0.703	20200911	7
803629	B2	1_mg_ml	Treatment	0.446	20200911	7
803629	B3	1_mg_ml	Treatment	0.473	20200911	7
803629	B6	0.1_mg_ml	Treatment	0.57	20200911	7
