Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
803375	B2	1_mg_ml	Treatment	0.213	20200819	0
803375	B3	1_mg_ml	Treatment	0.228	20200819	0
803375	B6	0.1_mg_ml	Treatment	0.234	20200819	0
803375	B7	0.1_mg_ml	Treatment	0.233	20200819	0
803377	D2	1_mg_ml	Treatment	0.229	20200819	0
803377	D3	1_mg_ml	Treatment	0.235	20200819	0
803377	D6	0.1_mg_ml	Treatment	0.221	20200819	0
803377	D7	0.1_mg_ml	Treatment	0.233	20200819	0
803376	C2	1_mg_ml	Treatment	0.233	20200819	0
803376	C3	1_mg_ml	Treatment	0.24	20200819	0
803376	C6	0.1_mg_ml	Treatment	0.216	20200819	0
803376	C7	0.1_mg_ml	Treatment	0.235	20200819	0
803393	B4	1_mg_ml	Treatment	0.253	20200819	0
803393	B5	1_mg_ml	Treatment	0.231	20200819	0
803393	B8	0.1_mg_ml	Treatment	0.233	20200819	0
803393	B9	0.1_mg_ml	Treatment	0.233	20200819	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.236	20200819	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.23	20200819	0
803391	G2	1_mg_ml	Treatment	0.196	20200819	0
803391	G3	1_mg_ml	Treatment	0.235	20200819	0
803391	G6	0.1_mg_ml	Treatment	0.222	20200819	0
803391	G7	0.1_mg_ml	Treatment	0.233	20200819	0
803390	F2	1_mg_ml	Treatment	0.231	20200819	0
803390	F3	1_mg_ml	Treatment	0.238	20200819	0
803390	F6	0.1_mg_ml	Treatment	0.223	20200819	0
803390	F7	0.1_mg_ml	Treatment	0.23	20200819	0
803379	E2	1_mg_ml	Treatment	0.414	20200819	0
803379	E3	1_mg_ml	Treatment	0.46	20200819	0
803379	E6	0.1_mg_ml	Treatment	0.219	20200819	0
803379	E7	0.1_mg_ml	Treatment	0.23	20200819	0
803395	C4	1_mg_ml	Treatment	0.563	20200819	0
803395	C5	1_mg_ml	Treatment	0.582	20200819	0
803395	C8	0.1_mg_ml	Treatment	0.242	20200819	0
803395	C9	0.1_mg_ml	Treatment	0.236	20200819	0
803398	D4	1_mg_ml	Treatment	0.609	20200819	0
803398	D5	1_mg_ml	Treatment	0.395	20200819	0
803398	D8	0.1_mg_ml	Treatment	0.24	20200819	0
803398	D9	0.1_mg_ml	Treatment	0.248	20200819	0
803405	G4	1_mg_ml	Treatment	0.316	20200819	0
803405	G5	1_mg_ml	Treatment	0.304	20200819	0
803405	G8	0.1_mg_ml	Treatment	0.247	20200819	0
