Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
Combo12	G4	1_mg_ml	Treatment	0.218	20201009	0
Combo12	G5	1_mg_ml	Treatment	0.229	20201009	0
Combo12	G8	0.1_mg_ml	Treatment	0.183	20201009	0
Combo12	G9	0.1_mg_ml	Treatment	0.179	20201009	0
Combo1	B2	1_mg_ml	Treatment	0.325	20201009	0
Combo1	B3	1_mg_ml	Treatment	0.316	20201009	0
Combo1	B6	0.1_mg_ml	Treatment	0.196	20201009	0
Combo1	B7	0.1_mg_ml	Treatment	0.208	20201009	0
Combo2	C2	1_mg_ml	Treatment	0.259	20201009	0
Combo2	C3	1_mg_ml	Treatment	0.263	20201009	0
Combo2	C6	0.1_mg_ml	Treatment	0.194	20201009	0
Combo2	C7	0.1_mg_ml	Treatment	0.203	20201009	0
Combo3	D2	1_mg_ml	Treatment	0.232	20201009	0
Combo3	D3	1_mg_ml	Treatment	0.222	20201009	0
Combo3	D6	0.1_mg_ml	Treatment	0.178	20201009	0
Combo3	D7	0.1_mg_ml	Treatment	0.189	20201009	0
Combo4	E2	1_mg_ml	Treatment	0.268	20201009	0
Combo4	E3	1_mg_ml	Treatment	0.238	20201009	0
Combo4	E6	0.1_mg_ml	Treatment	0.178	20201009	0
Combo4	E7	0.1_mg_ml	Treatment	0.187	20201009	0
Combo5	F2	1_mg_ml	Treatment	0.417	20201009	0
Combo5	F3	1_mg_ml	Treatment	0.338	20201009	0
Combo5	F6	0.1_mg_ml	Treatment	0.223	20201009	0
Combo5	F7	0.1_mg_ml	Treatment	0.219	20201009	0
Combo6	G2	1_mg_ml	Treatment	0.223	20201009	0
Combo6	G3	1_mg_ml	Treatment	0.24	20201009	0
Combo6	G6	0.1_mg_ml	Treatment	0.173	20201009	0
Combo6	G7	0.1_mg_ml	Treatment	0.178	20201009	0
Combo7	B4	1_mg_ml	Treatment	0.243	20201009	0
Combo7	B5	1_mg_ml	Treatment	0.23	20201009	0
Combo7	B8	0.1_mg_ml	Treatment	0.197	20201009	0
Combo7	B9	0.1_mg_ml	Treatment	0.193	20201009	0
Combo8	C4	1_mg_ml	Treatment	0.349	20201009	0
Combo8	C5	1_mg_ml	Treatment	0.314	20201009	0
Combo8	C8	0.1_mg_ml	Treatment	0.186	20201009	0
Combo8	C9	0.1_mg_ml	Treatment	0.208	20201009	0
Combo9	D4	1_mg_ml	Treatment	0.204	20201009	0
Combo9	D5	1_mg_ml	Treatment	0.207	20201009	0
Combo9	D8	0.1_mg_ml	Treatment	0.186	20201009	0
Combo9	D9	0.1_mg_ml	Treatment	0.19	20201009	0
L_cre_BM7	D10	None	Negative_Control	0.191	20201009	0
L_cre_BM7	D11	None	Negative_Control	0.189	20201009	0
L_cre_BM7	E10	None	Negative_Control	0.189	20201009	0
L_cre_BM7	E11	None	Negative_Control	0.184	20201009	0
L_cre_BM7	F10	None	Negative_Control	0.185	20201009	0
L_cre_BM7	F11	None	Negative_Control	0.186	20201009	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.183	20201009	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.182	20201009	0
Combo10	E4	1_mg_ml	Treatment	0.218	20201009	0
Combo10	E5	1_mg_ml	Treatment	0.221	20201009	0
Combo10	E8	0.1_mg_ml	Treatment	0.185	20201009	0
Combo10	E9	0.1_mg_ml	Treatment	0.188	20201009	0
Combo11	F4	1_mg_ml	Treatment	0.2	20201009	0
Combo11	F5	1_mg_ml	Treatment	0.211	20201009	0
Combo11	F8	0.1_mg_ml	Treatment	0.183	20201009	0
Combo11	F9	0.1_mg_ml	Treatment	0.186	20201009	0
PMB	B10	0.5_mg_ml	Positive_Control	0.183	20201009	0
PMB	B11	0.5_mg_ml	Positive_Control	0.184	20201009	0
BM7_only	G10	None	Blank	0.175	20201009	0
BM7_only	G11	None	Blank	0.175	20201009	0
Combo12	G4	1_mg_ml	Treatment	0.236	20201010	1
Combo12	G5	1_mg_ml	Treatment	0.259	20201010	1
Combo12	G8	0.1_mg_ml	Treatment	0.204	20201010	1
Combo12	G9	0.1_mg_ml	Treatment	0.196	20201010	1
Combo1	B2	1_mg_ml	Treatment	0.418	20201010	1
Combo1	B3	1_mg_ml	Treatment	0.418	20201010	1
Combo1	B6	0.1_mg_ml	Treatment	0.225	20201010	1
Combo1	B7	0.1_mg_ml	Treatment	0.239	20201010	1
Combo2	C2	1_mg_ml	Treatment	0.296	20201010	1
Combo2	C3	1_mg_ml	Treatment	0.299	20201010	1
Combo2	C6	0.1_mg_ml	Treatment	0.206	20201010	1
Combo2	C7	0.1_mg_ml	Treatment	0.211	20201010	1
Combo3	D2	1_mg_ml	Treatment	0.265	20201010	1
Combo3	D3	1_mg_ml	Treatment	0.226	20201010	1
Combo3	D6	0.1_mg_ml	Treatment	0.184	20201010	1
Combo3	D7	0.1_mg_ml	Treatment	0.193	20201010	1
Combo4	E2	1_mg_ml	Treatment	0.315	20201010	1
Combo4	E3	1_mg_ml	Treatment	0.276	20201010	1
Combo4	E6	0.1_mg_ml	Treatment	0.194	20201010	1
Combo4	E7	0.1_mg_ml	Treatment	0.202	20201010	1
Combo5	F2	1_mg_ml	Treatment	0.494	20201010	1
Combo5	F3	1_mg_ml	Treatment	0.421	20201010	1
Combo5	F6	0.1_mg_ml	Treatment	0.262	20201010	1
Combo5	F7	0.1_mg_ml	Treatment	0.246	20201010	1
Combo6	G2	1_mg_ml	Treatment	0.274	20201010	1
Combo6	G3	1_mg_ml	Treatment	0.267	20201010	1
Combo6	G6	0.1_mg_ml	Treatment	0.184	20201010	1
Combo6	G7	0.1_mg_ml	Treatment	0.189	20201010	1
Combo7	B4	1_mg_ml	Treatment	0.263	20201010	1
Combo7	B5	1_mg_ml	Treatment	0.267	20201010	1
Combo7	B8	0.1_mg_ml	Treatment	0.219	20201010	1
