Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
803598	F2	1_mg_ml	Treatment	0.183	20200904	0
803598	F3	1_mg_ml	Treatment	0.2	20200904	0
803598	F6	0.1_mg_ml	Treatment	0.215	20200904	0
803598	F7	0.1_mg_ml	Treatment	0.215	20200904	0
BM7_only	G10	None	Blank	0.167	20200904	0
BM7_only	G11	None	Blank	0.165	20200904	0
803593	B2	1_mg_ml	Treatment	0.351	20200904	0
803593	B3	1_mg_ml	Treatment	0.383	20200904	0
803593	B6	0.1_mg_ml	Treatment	0.176	20200904	0
803593	B7	0.1_mg_ml	Treatment	0.191	20200904	0
L_cre_BM7	D10	None	Negative_Control	0.195	20200904	0
L_cre_BM7	D11	None	Negative_Control	0.184	20200904	0
L_cre_BM7	E10	None	Negative_Control	0.188	20200904	0
L_cre_BM7	E11	None	Negative_Control	0.177	20200904	0
L_cre_BM7	F10	None	Negative_Control	0.187	20200904	0
L_cre_BM7	F11	None	Negative_Control	0.179	20200904	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.187	20200904	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.182	20200904	0
803594	C2	1_mg_ml	Treatment	0.297	20200904	0
803594	C3	1_mg_ml	Treatment	0.302	20200904	0
803594	C6	0.1_mg_ml	Treatment	0.217	20200904	0
803594	C7	0.1_mg_ml	Treatment	0.201	20200904	0
803597	E2	1_mg_ml	Treatment	0.668	20200904	0
803597	E3	1_mg_ml	Treatment	0.58	20200904	0
803597	E6	0.1_mg_ml	Treatment	0.23	20200904	0
803597	E7	0.1_mg_ml	Treatment	0.235	20200904	0
803596	D2	1_mg_ml	Treatment	0.181	20200904	0
803596	D3	1_mg_ml	Treatment	0.187	20200904	0
803596	D6	0.1_mg_ml	Treatment	0.223	20200904	0
803596	D7	0.1_mg_ml	Treatment	0.223	20200904	0
803609	G4	1_mg_ml	Treatment	0.181	20200904	0
803609	G5	1_mg_ml	Treatment	0.186	20200904	0
803609	G8	0.1_mg_ml	Treatment	0.186	20200904	0
803609	G9	0.1_mg_ml	Treatment	0.179	20200904	0
803608	F4	1_mg_ml	Treatment	0.228	20200904	0
803608	F5	1_mg_ml	Treatment	0.232	20200904	0
803608	F8	0.1_mg_ml	Treatment	0.21	20200904	0
803608	F9	0.1_mg_ml	Treatment	0.202	20200904	0
PMB	B10	0.5_mg_ml	Positive_Control	0.182	20200904	0
PMB	B11	0.5_mg_ml	Positive_Control	0.176	20200904	0
803603	G2	1_mg_ml	Treatment	0.165	20200904	0
803603	G3	1_mg_ml	Treatment	0.18	20200904	0
803603	G6	0.1_mg_ml	Treatment	0.182	20200904	0
803603	G7	0.1_mg_ml	Treatment	0.183	20200904	0
803605	C4	1_mg_ml	Treatment	0.22	20200904	0
803605	C5	1_mg_ml	Treatment	0.231	20200904	0
803605	C8	0.1_mg_ml	Treatment	0.188	20200904	0
803605	C9	0.1_mg_ml	Treatment	0.19	20200904	0
803604	B4	1_mg_ml	Treatment	0.204	20200904	0
803604	B5	1_mg_ml	Treatment	0.213	20200904	0
803604	B8	0.1_mg_ml	Treatment	0.189	20200904	0
803604	B9	0.1_mg_ml	Treatment	0.19	20200904	0
803607	E4	1_mg_ml	Treatment	0.226	20200904	0
803607	E5	1_mg_ml	Treatment	0.232	20200904	0
803607	E8	0.1_mg_ml	Treatment	0.216	20200904	0
803607	E9	0.1_mg_ml	Treatment	0.201	20200904	0
803606	D4	1_mg_ml	Treatment	0.205	20200904	0
803606	D5	1_mg_ml	Treatment	0.213	20200904	0
803606	D8	0.1_mg_ml	Treatment	0.207	20200904	0
803606	D9	0.1_mg_ml	Treatment	0.191	20200904	0
803598	F2	1_mg_ml	Treatment	0.231	20200905	1
803598	F3	1_mg_ml	Treatment	0.249	20200905	1
803598	F6	0.1_mg_ml	Treatment	0.18	20200905	1
803598	F7	0.1_mg_ml	Treatment	0.185	20200905	1
BM7_only	G10	None	Blank	0.168	20200905	1
BM7_only	G11	None	Blank	0.167	20200905	1
803593	B2	1_mg_ml	Treatment	0.635	20200905	1
803593	B3	1_mg_ml	Treatment	0.647	20200905	1
803593	B6	0.1_mg_ml	Treatment	0.184	20200905	1
803593	B7	0.1_mg_ml	Treatment	0.199	20200905	1
L_cre_BM7	D10	None	Negative_Control	0.195	20200905	1
L_cre_BM7	D11	None	Negative_Control	0.195	20200905	1
L_cre_BM7	E10	None	Negative_Control	0.188	20200905	1
L_cre_BM7	E11	None	Negative_Control	0.188	20200905	1
L_cre_BM7	F10	None	Negative_Control	0.192	20200905	1
L_cre_BM7	F11	None	Negative_Control	0.191	20200905	1
Y4761	C10	0.005_mg_ml	Positive_Control	0.184	20200905	1
Y4761	C11	0.005_mg_ml	Positive_Control	0.185	20200905	1
803594	C2	1_mg_ml	Treatment	0.356	20200905	1
803594	C3	1_mg_ml	Treatment	0.37	20200905	1
803594	C6	0.1_mg_ml	Treatment	0.199	20200905	1
803594	C7	0.1_mg_ml	Treatment	0.205	20200905	1
803597	E2	1_mg_ml	Treatment	1.018	20200905	1
803597	E3	1_mg_ml	Treatment	0.843	20200905	1
803597	E6	0.1_mg_ml	Treatment	0.186	20200905	1
803597	E7	0.1_mg_ml	Treatment	0.198	20200905	1
803596	D2	1_mg_ml	Treatment	0.194	20200905	1
803596	D3	1_mg_ml	Treatment	0.187	20200905	1
803596	D6	0.1_mg_ml	Treatment	0.172	20200905	1
803596	D7	0.1_mg_ml	Treatment	0.184	20200905	1
803609	G4	1_mg_ml	Treatment	0.183	20200905	1
803609	G5	1_mg_ml	Treatment	0.194	20200905	1
803609	G8	0.1_mg_ml	Treatment	0.188	20200905	1
803609	G9	0.1_mg_ml	Treatment	0.181	20200905	1
803608	F4	1_mg_ml	Treatment	0.532	20200905	1
803608	F5	1_mg_ml	Treatment	0.617	20200905	1
803608	F8	0.1_mg_ml	Treatment	0.19	20200905	1
803608	F9	0.1_mg_ml	Treatment	0.196	20200905	1
PMB	B10	0.5_mg_ml	Positive_Control	0.183	20200905	1
PMB	B11	0.5_mg_ml	Positive_Control	0.179	20200905	1
803603	G2	1_mg_ml	Treatment	0.179	20200905	1
803603	G3	1_mg_ml	Treatment	0.191	20200905	1
803603	G6	0.1_mg_ml	Treatment	0.184	20200905	1
803603	G7	0.1_mg_ml	Treatment	0.186	20200905	1
803605	C4	1_mg_ml	Treatment	0.24	20200905	1
803605	C5	1_mg_ml	Treatment	0.24	20200905	1
803605	C8	0.1_mg_ml	Treatment	0.187	20200905	1
803605	C9	0.1_mg_ml	Treatment	0.192	20200905	1
803604	B4	1_mg_ml	Treatment	0.214	20200905	1
803604	B5	1_mg_ml	Treatment	0.222	20200905	1
803604	B8	0.1_mg_ml	Treatment	0.204	20200905	1
803604	B9	0.1_mg_ml	Treatment	0.204	20200905	1
803607	E4	1_mg_ml	Treatment	0.197	20200905	1
803607	E5	1_mg_ml	Treatment	0.193	20200905	1
803607	E8	0.1_mg_ml	Treatment	0.188	20200905	1
803607	E9	0.1_mg_ml	Treatment	0.182	20200905	1
803606	D4	1_mg_ml	Treatment	0.182	20200905	1
803606	D5	1_mg_ml	Treatment	0.179	20200905	1
803606	D8	0.1_mg_ml	Treatment	0.183	20200905	1
803606	D9	0.1_mg_ml	Treatment	0.189	20200905	1
803598	F2	1_mg_ml	Treatment	0.283	20200906	2
803598	F3	1_mg_ml	Treatment	0.311	20200906	2
