Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
BM7_only	G10	None	Blank	0.167	20201009	0
BM7_only	G11	None	Blank	0.179	20201009	0
Combo34	E4	1_mg_ml	Treatment	0.397	20201009	0
Combo34	E5	1_mg_ml	Treatment	0.33	20201009	0
Combo34	E8	0.1_mg_ml	Treatment	0.197	20201009	0
Combo34	E9	0.1_mg_ml	Treatment	0.195	20201009	0
L_cre_BM7	D10	None	Negative_Control	0.19	20201009	0
L_cre_BM7	D11	None	Negative_Control	0.185	20201009	0
L_cre_BM7	E10	None	Negative_Control	0.191	20201009	0
L_cre_BM7	E11	None	Negative_Control	0.183	20201009	0
L_cre_BM7	F10	None	Negative_Control	0.196	20201009	0
L_cre_BM7	F11	None	Negative_Control	0.193	20201009	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.192	20201009	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.195	20201009	0
Combo35	F4	1_mg_ml	Treatment	0.28	20201009	0
Combo35	F5	1_mg_ml	Treatment	0.297	20201009	0
Combo35	F8	0.1_mg_ml	Treatment	0.208	20201009	0
Combo35	F9	0.1_mg_ml	Treatment	0.203	20201009	0
Combo29	F2	1_mg_ml	Treatment	0.254	20201009	0
Combo29	F3	1_mg_ml	Treatment	0.261	20201009	0
Combo29	F6	0.1_mg_ml	Treatment	0.194	20201009	0
Combo29	F7	0.1_mg_ml	Treatment	0.201	20201009	0
Combo28	E2	1_mg_ml	Treatment	0.235	20201009	0
Combo28	E3	1_mg_ml	Treatment	0.236	20201009	0
Combo28	E6	0.1_mg_ml	Treatment	0.181	20201009	0
Combo28	E7	0.1_mg_ml	Treatment	0.179	20201009	0
Combo36	G4	1_mg_ml	Treatment	0.246	20201009	0
Combo36	G5	1_mg_ml	Treatment	0.229	20201009	0
Combo36	G8	0.1_mg_ml	Treatment	0.19	20201009	0
Combo36	G9	0.1_mg_ml	Treatment	0.194	20201009	0
PMB	B10	0.5_mg_ml	Positive_Control	0.195	20201009	0
PMB	B11	0.5_mg_ml	Positive_Control	0.197	20201009	0
Combo30	G2	1_mg_ml	Treatment	0.316	20201009	0
Combo30	G3	1_mg_ml	Treatment	0.283	20201009	0
Combo30	G6	0.1_mg_ml	Treatment	0.197	20201009	0
Combo30	G7	0.1_mg_ml	Treatment	0.212	20201009	0
Combo31	B4	1_mg_ml	Treatment	0.29	20201009	0
Combo31	B5	1_mg_ml	Treatment	0.287	20201009	0
Combo31	B8	0.1_mg_ml	Treatment	0.206	20201009	0
Combo31	B9	0.1_mg_ml	Treatment	0.205	20201009	0
Combo32	C4	1_mg_ml	Treatment	0.272	20201009	0
Combo32	C5	1_mg_ml	Treatment	0.264	20201009	0
Combo32	C8	0.1_mg_ml	Treatment	0.199	20201009	0
Combo32	C9	0.1_mg_ml	Treatment	0.2	20201009	0
Combo33	D4	1_mg_ml	Treatment	0.246	20201009	0
Combo33	D5	1_mg_ml	Treatment	0.264	20201009	0
Combo33	D8	0.1_mg_ml	Treatment	0.19	20201009	0
Combo33	D9	0.1_mg_ml	Treatment	0.196	20201009	0
Combo27	D2	1_mg_ml	Treatment	0.269	20201009	0
Combo27	D3	1_mg_ml	Treatment	0.246	20201009	0
Combo27	D6	0.1_mg_ml	Treatment	0.179	20201009	0
Combo27	D7	0.1_mg_ml	Treatment	0.173	20201009	0
Combo26	C2	1_mg_ml	Treatment	0.238	20201009	0
Combo26	C3	1_mg_ml	Treatment	0.231	20201009	0
Combo26	C6	0.1_mg_ml	Treatment	0.197	20201009	0
Combo26	C7	0.1_mg_ml	Treatment	0.189	20201009	0
Combo25	B2	1_mg_ml	Treatment	0.233	20201009	0
Combo25	B3	1_mg_ml	Treatment	0.257	20201009	0
Combo25	B6	0.1_mg_ml	Treatment	0.209	20201009	0
Combo25	B7	0.1_mg_ml	Treatment	0.208	20201009	0
BM7_only	G10	None	Blank	0.171	20201010	1
BM7_only	G11	None	Blank	0.181	20201010	1
Combo34	E4	1_mg_ml	Treatment	0.49	20201010	1
