Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
803623	G2	1_mg_ml	Treatment	0.296	20200904	0
803623	G3	1_mg_ml	Treatment	0.293	20200904	0
803623	G6	0.1_mg_ml	Treatment	0.187	20200904	0
803623	G7	0.1_mg_ml	Treatment	0.19	20200904	0
803622	F2	1_mg_ml	Treatment	0.249	20200904	0
803622	F3	1_mg_ml	Treatment	0.24	20200904	0
803622	F6	0.1_mg_ml	Treatment	0.18	20200904	0
803622	F7	0.1_mg_ml	Treatment	0.187	20200904	0
803621	D2	1_mg_ml	Treatment	0.413	20200904	0
803621	D3	1_mg_ml	Treatment	0.392	20200904	0
803621	D6	0.1_mg_ml	Treatment	0.185	20200904	0
803621	D7	0.1_mg_ml	Treatment	0.195	20200904	0
L_cre_BM7	D10	None	Negative_Control	0.185	20200904	0
L_cre_BM7	D11	None	Negative_Control	0.19	20200904	0
L_cre_BM7	E10	None	Negative_Control	0.179	20200904	0
L_cre_BM7	E11	None	Negative_Control	0.187	20200904	0
L_cre_BM7	F10	None	Negative_Control	0.178	20200904	0
L_cre_BM7	F11	None	Negative_Control	0.185	20200904	0
803627	F4	1_mg_ml	Treatment	0.224	20200904	0
803627	F5	1_mg_ml	Treatment	0.216	20200904	0
803627	F8	0.1_mg_ml	Treatment	0.178	20200904	0
803627	F9	0.1_mg_ml	Treatment	0.185	20200904	0
803626	E4	1_mg_ml	Treatment	0.206	20200904	0
803626	E5	1_mg_ml	Treatment	0.189	20200904	0
803626	E8	0.1_mg_ml	Treatment	0.177	20200904	0
803626	E9	0.1_mg_ml	Treatment	0.174	20200904	0
803625	D4	1_mg_ml	Treatment	0.892	20200904	0
803625	D5	1_mg_ml	Treatment	0.794	20200904	0
803625	D8	0.1_mg_ml	Treatment	0.404	20200904	0
803625	D9	0.1_mg_ml	Treatment	0.403	20200904	0
803624	C4	1_mg_ml	Treatment	0.869	20200904	0
803624	C5	1_mg_ml	Treatment	0.806	20200904	0
803624	C8	0.1_mg_ml	Treatment	0.214	20200904	0
803624	C9	0.1_mg_ml	Treatment	0.215	20200904	0
803628	G4	1_mg_ml	Treatment	0.445	20200904	0
803628	G5	1_mg_ml	Treatment	0.486	20200904	0
803628	G8	0.1_mg_ml	Treatment	0.211	20200904	0
803628	G9	0.1_mg_ml	Treatment	0.203	20200904	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.181	20200904	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.184	20200904	0
731134	B4	1_mg_ml	Treatment	0.206	20200904	0
731134	B5	1_mg_ml	Treatment	0.212	20200904	0
731134	B8	0.1_mg_ml	Treatment	0.193	20200904	0
731134	B9	0.1_mg_ml	Treatment	0.187	20200904	0
PMB	B10	0.5_mg_ml	Positive_Control	0.189	20200904	0
PMB	B11	0.5_mg_ml	Positive_Control	0.185	20200904	0
731159	C2	1_mg_ml	Treatment	0.222	20200904	0
731159	C3	1_mg_ml	Treatment	0.227	20200904	0
731159	C6	0.1_mg_ml	Treatment	0.189	20200904	0
