Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
Combo71	F4	1_mg_ml	Treatment	0.312	20201106	0
Combo71	F5	1_mg_ml	Treatment	0.299	20201106	0
Combo71	F8	0.1_mg_ml	Treatment	0.234	20201106	0
Combo71	F9	0.1_mg_ml	Treatment	0.25	20201106	0
BM7_only	G10	None	Blank	0.174	20201106	0
BM7_only	G11	None	Blank	0.179	20201106	0
Combo72	G4	1_mg_ml	Treatment	0.321	20201106	0
Combo72	G5	1_mg_ml	Treatment	0.363	20201106	0
Combo72	G8	0.1_mg_ml	Treatment	0.222	20201106	0
Combo72	G9	0.1_mg_ml	Treatment	0.218	20201106	0
L_cre_BM7	D10	None	Negative_Control	0.211	20201106	0
L_cre_BM7	D11	None	Negative_Control	0.203	20201106	0
L_cre_BM7	E10	None	Negative_Control	0.204	20201106	0
L_cre_BM7	E11	None	Negative_Control	0.204	20201106	0
L_cre_BM7	F10	None	Negative_Control	0.208	20201106	0
L_cre_BM7	F11	None	Negative_Control	0.204	20201106	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.212	20201106	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.207	20201106	0
PMB	B10	0.5_mg_ml	Positive_Control	0.204	20201106	0
PMB	B11	0.5_mg_ml	Positive_Control	0.206	20201106	0
Combo67	B4	1_mg_ml	Treatment	0.299	20201106	0
Combo67	B5	1_mg_ml	Treatment	0.268	20201106	0
Combo67	B8	0.1_mg_ml	Treatment	0.211	20201106	0
Combo67	B9	0.1_mg_ml	Treatment	0.202	20201106	0
Combo66	G2	1_mg_ml	Treatment	0.399	20201106	0
Combo66	G3	1_mg_ml	Treatment	0.402	20201106	0
Combo66	G6	0.1_mg_ml	Treatment	0.235	20201106	0
Combo66	G7	0.1_mg_ml	Treatment	0.255	20201106	0
Combo65	F2	1_mg_ml	Treatment	0.291	20201106	0
Combo65	F3	1_mg_ml	Treatment	0.272	20201106	0
Combo65	F6	0.1_mg_ml	Treatment	0.216	20201106	0
Combo65	F7	0.1_mg_ml	Treatment	0.221	20201106	0
Combo64	E2	1_mg_ml	Treatment	0.354	20201106	0
Combo64	E3	1_mg_ml	Treatment	0.355	20201106	0
Combo64	E6	0.1_mg_ml	Treatment	0.212	20201106	0
Combo64	E7	0.1_mg_ml	Treatment	0.202	20201106	0
Combo63	D2	1_mg_ml	Treatment	0.331	20201106	0
Combo63	D3	1_mg_ml	Treatment	0.353	20201106	0
Combo63	D6	0.1_mg_ml	Treatment	0.199	20201106	0
Combo63	D7	0.1_mg_ml	Treatment	0.201	20201106	0
Combo62	C2	1_mg_ml	Treatment	0.327	20201106	0
Combo62	C3	1_mg_ml	Treatment	0.318	20201106	0
Combo62	C6	0.1_mg_ml	Treatment	0.215	20201106	0
Combo62	C7	0.1_mg_ml	Treatment	0.219	20201106	0
Combo61	B2	1_mg_ml	Treatment	0.349	20201106	0
Combo61	B3	1_mg_ml	Treatment	0.339	20201106	0
Combo61	B6	0.1_mg_ml	Treatment	0.218	20201106	0
Combo61	B7	0.1_mg_ml	Treatment	0.223	20201106	0
Combo70	E4	1_mg_ml	Treatment	0.228	20201106	0
Combo70	E5	1_mg_ml	Treatment	0.261	20201106	0
Combo70	E8	0.1_mg_ml	Treatment	0.235	20201106	0
Combo70	E9	0.1_mg_ml	Treatment	0.237	20201106	0
Combo69	D4	1_mg_ml	Treatment	0.263	20201106	0
Combo69	D5	1_mg_ml	Treatment	0.262	20201106	0
Combo69	D8	0.1_mg_ml	Treatment	0.208	20201106	0
Combo69	D9	0.1_mg_ml	Treatment	0.212	20201106	0
Combo68	C4	1_mg_ml	Treatment	0.35	20201106	0
