Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
BM7_only	G10	None	Blank	0.173	20200903	0
BM7_only	G11	None	Blank	0.175	20200903	0
803515	B2	1_mg_ml	Treatment	0.587	20200903	0
803515	B3	1_mg_ml	Treatment	0.514	20200903	0
803515	B6	0.1_mg_ml	Treatment	0.207	20200903	0
803515	B7	0.1_mg_ml	Treatment	0.206	20200903	0
803517	D2	1_mg_ml	Treatment	0.582	20200903	0
803517	D3	1_mg_ml	Treatment	0.43	20200903	0
803517	D6	0.1_mg_ml	Treatment	0.238	20200903	0
803517	D7	0.1_mg_ml	Treatment	0.219	20200903	0
803516	C2	1_mg_ml	Treatment	0.366	20200903	0
803516	C3	1_mg_ml	Treatment	0.371	20200903	0
803516	C6	0.1_mg_ml	Treatment	0.198	20200903	0
803516	C7	0.1_mg_ml	Treatment	0.203	20200903	0
803519	F2	1_mg_ml	Treatment	0.428	20200903	0
803519	F3	1_mg_ml	Treatment	0.474	20200903	0
803519	F6	0.1_mg_ml	Treatment	0.234	20200903	0
803519	F7	0.1_mg_ml	Treatment	0.241	20200903	0
803518	E2	1_mg_ml	Treatment	0.209	20200903	0
803518	E3	1_mg_ml	Treatment	0.215	20200903	0
803518	E6	0.1_mg_ml	Treatment	0.198	20200903	0
803518	E7	0.1_mg_ml	Treatment	0.204	20200903	0
803526	G4	1_mg_ml	Treatment	0.438	20200903	0
803526	G5	1_mg_ml	Treatment	0.437	20200903	0
803526	G8	0.1_mg_ml	Treatment	0.221	20200903	0
803526	G9	0.1_mg_ml	Treatment	0.22	20200903	0
L_cre_BM7	D10	None	Negative_Control	0.206	20200903	0
L_cre_BM7	D11	None	Negative_Control	0.193	20200903	0
L_cre_BM7	E10	None	Negative_Control	0.208	20200903	0
L_cre_BM7	E11	None	Negative_Control	0.195	20200903	0
L_cre_BM7	F10	None	Negative_Control	0.21	20200903	0
L_cre_BM7	F11	None	Negative_Control	0.193	20200903	0
803520	G2	1_mg_ml	Treatment	0.196	20200903	0
803520	G3	1_mg_ml	Treatment	0.212	20200903	0
803520	G6	0.1_mg_ml	Treatment	0.205	20200903	0
803520	G7	0.1_mg_ml	Treatment	0.207	20200903	0
803521	B4	1_mg_ml	Treatment	0.462	20200903	0
803521	B5	1_mg_ml	Treatment	0.573	20200903	0
803521	B8	0.1_mg_ml	Treatment	0.238	20200903	0
803521	B9	0.1_mg_ml	Treatment	0.241	20200903	0
803522	C4	1_mg_ml	Treatment	0.208	20200903	0
803522	C5	1_mg_ml	Treatment	0.208	20200903	0
803522	C8	0.1_mg_ml	Treatment	0.201	20200903	0
803522	C9	0.1_mg_ml	Treatment	0.192	20200903	0
803523	D4	1_mg_ml	Treatment	0.209	20200903	0
803523	D5	1_mg_ml	Treatment	0.208	20200903	0
803523	D8	0.1_mg_ml	Treatment	0.197	20200903	0
803523	D9	0.1_mg_ml	Treatment	0.203	20200903	0
803524	E4	1_mg_ml	Treatment	0.222	20200903	0
803524	E5	1_mg_ml	Treatment	0.217	20200903	0
803524	E8	0.1_mg_ml	Treatment	0.205	20200903	0
803524	E9	0.1_mg_ml	Treatment	0.206	20200903	0
PMB	B10	0.5_mg_ml	Positive_Control	0.185	20200903	0
PMB	B11	0.5_mg_ml	Positive_Control	0.194	20200903	0
803525	F4	1_mg_ml	Treatment	0.211	20200903	0
803525	F5	1_mg_ml	Treatment	0.227	20200903	0
803525	F8	0.1_mg_ml	Treatment	0.206	20200903	0
803525	F9	0.1_mg_ml	Treatment	0.214	20200903	0
Y4761	C10	0.005_mg_ml	Positive_Control	0.203	20200903	0
Y4761	C11	0.005_mg_ml	Positive_Control	0.202	20200903	0
BM7_only	G10	None	Blank	0.171	20200904	1
BM7_only	G11	None	Blank	0.18	20200904	1
803515	B2	1_mg_ml	Treatment	0.674	20200904	1
803515	B3	1_mg_ml	Treatment	0.595	20200904	1
803515	B6	0.1_mg_ml	Treatment	0.236	20200904	1
803515	B7	0.1_mg_ml	Treatment	0.243	20200904	1
803517	D2	1_mg_ml	Treatment	0.731	20200904	1
803517	D3	1_mg_ml	Treatment	0.652	20200904	1
803517	D6	0.1_mg_ml	Treatment	0.254	20200904	1
803517	D7	0.1_mg_ml	Treatment	0.263	20200904	1
803516	C2	1_mg_ml	Treatment	0.488	20200904	1
803516	C3	1_mg_ml	Treatment	0.459	20200904	1
803516	C6	0.1_mg_ml	Treatment	0.19	20200904	1
803516	C7	0.1_mg_ml	Treatment	0.205	20200904	1
803519	F2	1_mg_ml	Treatment	0.524	20200904	1
803519	F3	1_mg_ml	Treatment	0.563	20200904	1
803519	F6	0.1_mg_ml	Treatment	0.238	20200904	1
803519	F7	0.1_mg_ml	Treatment	0.248	20200904	1
803518	E2	1_mg_ml	Treatment	0.2	20200904	1
803518	E3	1_mg_ml	Treatment	0.206	20200904	1
803518	E6	0.1_mg_ml	Treatment	0.182	20200904	1
803518	E7	0.1_mg_ml	Treatment	0.185	20200904	1
803526	G4	1_mg_ml	Treatment	0.586	20200904	1
803526	G5	1_mg_ml	Treatment	0.586	20200904	1
803526	G8	0.1_mg_ml	Treatment	0.24	20200904	1
803526	G9	0.1_mg_ml	Treatment	0.327	20200904	1
L_cre_BM7	D10	None	Negative_Control	0.206	20200904	1
L_cre_BM7	D11	None	Negative_Control	0.194	20200904	1
L_cre_BM7	E10	None	Negative_Control	0.204	20200904	1
L_cre_BM7	E11	None	Negative_Control	0.197	20200904	1
L_cre_BM7	F10	None	Negative_Control	0.207	20200904	1
L_cre_BM7	F11	None	Negative_Control	0.203	20200904	1
803520	G2	1_mg_ml	Treatment	0.206	20200904	1
803520	G3	1_mg_ml	Treatment	0.205	20200904	1
803520	G6	0.1_mg_ml	Treatment	0.194	20200904	1
803520	G7	0.1_mg_ml	Treatment	0.198	20200904	1
803521	B4	1_mg_ml	Treatment	0.614	20200904	1
803521	B5	1_mg_ml	Treatment	0.699	20200904	1
803521	B8	0.1_mg_ml	Treatment	0.282	20200904	1
803521	B9	0.1_mg_ml	Treatment	0.281	20200904	1
803522	C4	1_mg_ml	Treatment	0.199	20200904	1
803522	C5	1_mg_ml	Treatment	0.198	20200904	1
803522	C8	0.1_mg_ml	Treatment	0.194	20200904	1
803522	C9	0.1_mg_ml	Treatment	0.195	20200904	1
803523	D4	1_mg_ml	Treatment	0.197	20200904	1
803523	D5	1_mg_ml	Treatment	0.195	20200904	1
803523	D8	0.1_mg_ml	Treatment	0.19	20200904	1
803523	D9	0.1_mg_ml	Treatment	0.202	20200904	1
803524	E4	1_mg_ml	Treatment	0.599	20200904	1
803524	E5	1_mg_ml	Treatment	0.548	20200904	1
803524	E8	0.1_mg_ml	Treatment	0.196	20200904	1
803524	E9	0.1_mg_ml	Treatment	0.195	20200904	1
PMB	B10	0.5_mg_ml	Positive_Control	0.188	20200904	1
PMB	B11	0.5_mg_ml	Positive_Control	0.195	20200904	1
803525	F4	1_mg_ml	Treatment	0.211	20200904	1
803525	F5	1_mg_ml	Treatment	0.23	20200904	1
803525	F8	0.1_mg_ml	Treatment	0.204	20200904	1
803525	F9	0.1_mg_ml	Treatment	0.202	20200904	1
Y4761	C10	0.005_mg_ml	Positive_Control	0.199	20200904	1
Y4761	C11	0.005_mg_ml	Positive_Control	0.197	20200904	1
BM7_only	G10	None	Blank	0.172	20200905	2
BM7_only	G11	None	Blank	0.182	20200905	2
803515	B2	1_mg_ml	Treatment	0.71	20200905	2
803515	B3	1_mg_ml	Treatment	0.629	20200905	2
803515	B6	0.1_mg_ml	Treatment	0.345	20200905	2
803515	B7	0.1_mg_ml	Treatment	0.388	20200905	2
803517	D2	1_mg_ml	Treatment	0.771	20200905	2
803517	D3	1_mg_ml	Treatment	0.734	20200905	2
803517	D6	0.1_mg_ml	Treatment	0.34	20200905	2
803517	D7	0.1_mg_ml	Treatment	0.38	20200905	2
803516	C2	1_mg_ml	Treatment	0.479	20200905	2
803516	C3	1_mg_ml	Treatment	0.516	20200905	2
803516	C6	0.1_mg_ml	Treatment	0.328	20200905	2
803516	C7	0.1_mg_ml	Treatment	0.365	20200905	2
803519	F2	1_mg_ml	Treatment	0.581	20200905	2
803519	F3	1_mg_ml	Treatment	0.63	20200905	2
803519	F6	0.1_mg_ml	Treatment	0.278	20200905	2
803519	F7	0.1_mg_ml	Treatment	0.29	20200905	2
803518	E2	1_mg_ml	Treatment	0.333	20200905	2
803518	E3	1_mg_ml	Treatment	0.322	20200905	2
803518	E6	0.1_mg_ml	Treatment	0.322	20200905	2
803518	E7	0.1_mg_ml	Treatment	0.347	20200905	2
803526	G4	1_mg_ml	Treatment	0.651	20200905	2
803526	G5	1_mg_ml	Treatment	0.656	20200905	2
803526	G8	0.1_mg_ml	Treatment	0.277	20200905	2
803526	G9	0.1_mg_ml	Treatment	0.399	20200905	2
L_cre_BM7	D10	None	Negative_Control	0.341	20200905	2
L_cre_BM7	D11	None	Negative_Control	0.264	20200905	2
L_cre_BM7	E10	None	Negative_Control	0.323	20200905	2
L_cre_BM7	E11	None	Negative_Control	0.305	20200905	2
L_cre_BM7	F10	None	Negative_Control	0.28	20200905	2
L_cre_BM7	F11	None	Negative_Control	0.26	20200905	2
803520	G2	1_mg_ml	Treatment	0.271	20200905	2
803520	G3	1_mg_ml	Treatment	0.239	20200905	2
803520	G6	0.1_mg_ml	Treatment	0.327	20200905	2
803520	G7	0.1_mg_ml	Treatment	0.307	20200905	2
803521	B4	1_mg_ml	Treatment	0.665	20200905	2
803521	B5	1_mg_ml	Treatment	0.75	20200905	2
803521	B8	0.1_mg_ml	Treatment	0.305	20200905	2
803521	B9	0.1_mg_ml	Treatment	0.327	20200905	2
803522	C4	1_mg_ml	Treatment	0.246	20200905	2
803522	C5	1_mg_ml	Treatment	0.303	20200905	2
803522	C8	0.1_mg_ml	Treatment	0.323	20200905	2
803522	C9	0.1_mg_ml	Treatment	0.221	20200905	2
803523	D4	1_mg_ml	Treatment	0.222	20200905	2
803523	D5	1_mg_ml	Treatment	0.217	20200905	2
803523	D8	0.1_mg_ml	Treatment	0.212	20200905	2
803523	D9	0.1_mg_ml	Treatment	0.22	20200905	2
803524	E4	1_mg_ml	Treatment	0.897	20200905	2
803524	E5	1_mg_ml	Treatment	0.821	20200905	2
803524	E8	0.1_mg_ml	Treatment	0.328	20200905	2
803524	E9	0.1_mg_ml	Treatment	0.289	20200905	2
PMB	B10	0.5_mg_ml	Positive_Control	0.19	20200905	2
PMB	B11	0.5_mg_ml	Positive_Control	0.191	20200905	2
803525	F4	1_mg_ml	Treatment	0.229	20200905	2
803525	F5	1_mg_ml	Treatment	0.262	20200905	2
803525	F8	0.1_mg_ml	Treatment	0.265	20200905	2
803525	F9	0.1_mg_ml	Treatment	0.295	20200905	2
Y4761	C10	0.005_mg_ml	Positive_Control	0.208	20200905	2
Y4761	C11	0.005_mg_ml	Positive_Control	0.194	20200905	2
BM7_only	G10	None	Blank	0.173	20200906	3
BM7_only	G11	None	Blank	0.182	20200906	3
803515	B2	1_mg_ml	Treatment	0.737	20200906	3
803515	B3	1_mg_ml	Treatment	0.664	20200906	3
803515	B6	0.1_mg_ml	Treatment	0.615	20200906	3
803515	B7	0.1_mg_ml	Treatment	0.685	20200906	3
803517	D2	1_mg_ml	Treatment	0.898	20200906	3
803517	D3	1_mg_ml	Treatment	0.833	20200906	3
803517	D6	0.1_mg_ml	Treatment	0.567	20200906	3
803517	D7	0.1_mg_ml	Treatment	0.612	20200906	3
803516	C2	1_mg_ml	Treatment	0.537	20200906	3
803516	C3	1_mg_ml	Treatment	0.606	20200906	3
803516	C6	0.1_mg_ml	Treatment	0.608	20200906	3
803516	C7	0.1_mg_ml	Treatment	0.665	20200906	3
803519	F2	1_mg_ml	Treatment	0.628	20200906	3
803519	F3	1_mg_ml	Treatment	0.717	20200906	3
803519	F6	0.1_mg_ml	Treatment	0.487	20200906	3
803519	F7	0.1_mg_ml	Treatment	0.506	20200906	3
803518	E2	1_mg_ml	Treatment	0.628	20200906	3
803518	E3	1_mg_ml	Treatment	0.633	20200906	3
803518	E6	0.1_mg_ml	Treatment	0.616	20200906	3
803518	E7	0.1_mg_ml	Treatment	0.664	20200906	3
803526	G4	1_mg_ml	Treatment	0.747	20200906	3
803526	G5	1_mg_ml	Treatment	0.742	20200906	3
803526	G8	0.1_mg_ml	Treatment	0.42	20200906	3
803526	G9	0.1_mg_ml	Treatment	0.526	20200906	3
L_cre_BM7	D10	None	Negative_Control	0.61	20200906	3
L_cre_BM7	D11	None	Negative_Control	0.506	20200906	3
L_cre_BM7	E10	None	Negative_Control	0.635	20200906	3
L_cre_BM7	E11	None	Negative_Control	0.576	20200906	3
L_cre_BM7	F10	None	Negative_Control	0.575	20200906	3
L_cre_BM7	F11	None	Negative_Control	0.572	20200906	3
803520	G2	1_mg_ml	Treatment	0.573	20200906	3
803520	G3	1_mg_ml	Treatment	0.418	20200906	3
803520	G6	0.1_mg_ml	Treatment	0.618	20200906	3
803520	G7	0.1_mg_ml	Treatment	0.629	20200906	3
803521	B4	1_mg_ml	Treatment	0.736	20200906	3
803521	B5	1_mg_ml	Treatment	0.863	20200906	3
803521	B8	0.1_mg_ml	Treatment	0.428	20200906	3
803521	B9	0.1_mg_ml	Treatment	0.502	20200906	3
803522	C4	1_mg_ml	Treatment	0.556	20200906	3
803522	C5	1_mg_ml	Treatment	0.599	20200906	3
803522	C8	0.1_mg_ml	Treatment	0.603	20200906	3
803522	C9	0.1_mg_ml	Treatment	0.534	20200906	3
803523	D4	1_mg_ml	Treatment	0.326	20200906	3
803523	D5	1_mg_ml	Treatment	0.308	20200906	3
803523	D8	0.1_mg_ml	Treatment	0.344	20200906	3
803523	D9	0.1_mg_ml	Treatment	0.359	20200906	3
803524	E4	1_mg_ml	Treatment	1.215	20200906	3
803524	E5	1_mg_ml	Treatment	1.119	20200906	3
803524	E8	0.1_mg_ml	Treatment	0.602	20200906	3
803524	E9	0.1_mg_ml	Treatment	0.625	20200906	3
PMB	B10	0.5_mg_ml	Positive_Control	0.195	20200906	3
PMB	B11	0.5_mg_ml	Positive_Control	0.189	20200906	3
803525	F4	1_mg_ml	Treatment	0.343	20200906	3
803525	F5	1_mg_ml	Treatment	0.37	20200906	3
803525	F8	0.1_mg_ml	Treatment	0.602	20200906	3
803525	F9	0.1_mg_ml	Treatment	0.615	20200906	3
Y4761	C10	0.005_mg_ml	Positive_Control	0.218	20200906	3
Y4761	C11	0.005_mg_ml	Positive_Control	0.193	20200906	3
BM7_only	G10	None	Blank	0.173	20200907	4
BM7_only	G11	None	Blank	0.181	20200907	4
803515	B2	1_mg_ml	Treatment	0.751	20200907	4
