Sample_ID	Well_ID	Concentration	Type	Absorbance	Collection_date	Timepoint
803420	C4	1_mg_ml	Treatment	0.21	20200819	0
803420	C5	1_mg_ml	Treatment	0.212	20200819	0
803420	C8	0.1_mg_ml	Treatment	0.212	20200819	0
803420	C9	0.1_mg_ml	Treatment	0.212	20200819	0
803409	E2	1_mg_ml	Treatment	0.219	20200819	0
803409	E3	1_mg_ml	Treatment	0.221	20200819	0
803409	E6	0.1_mg_ml	Treatment	0.195	20200819	0
803409	E7	0.1_mg_ml	Treatment	0.198	20200819	0
803408	D2	1_mg_ml	Treatment	0.313	20200819	0
803408	D3	1_mg_ml	Treatment	0.337	20200819	0
803408	D6	0.1_mg_ml	Treatment	0.206	20200819	0
803408	D7	0.1_mg_ml	Treatment	0.218	20200819	0
803427	F4	1_mg_ml	Treatment	0.205	20200819	0
803427	F5	1_mg_ml	Treatment	0.223	20200819	0
803427	F8	0.1_mg_ml	Treatment	0.216	20200819	0
803427	F9	0.1_mg_ml	Treatment	0.212	20200819	0
803426	E4	1_mg_ml	Treatment	0.664	20200819	0
803426	E5	1_mg_ml	Treatment	0.731	20200819	0
803426	E8	0.1_mg_ml	Treatment	0.24	20200819	0
803426	E9	0.1_mg_ml	Treatment	0.226	20200819	0
803428	G4	1_mg_ml	Treatment	0.456	20200819	0
803428	G5	1_mg_ml	Treatment	0.477	20200819	0
803428	G8	0.1_mg_ml	Treatment	0.264	20200819	0
803428	G9	0.1_mg_ml	Treatment	0.252	20200819	0
803416	B4	1_mg_ml	Treatment	0.213	20200819	0
803416	B5	1_mg_ml	Treatment	0.214	20200819	0
803416	B8	0.1_mg_ml	Treatment	0.21	20200819	0
803416	B9	0.1_mg_ml	Treatment	0.213	20200819	0
L_cre_BM7	D10	None	Negative_Control	0.222	20200819	0
L_cre_BM7	D11	None	Negative_Control	0.212	20200819	0
L_cre_BM7	E10	None	Negative_Control	0.21	20200819	0
L_cre_BM7	E11	None	Negative_Control	0.204	20200819	0
L_cre_BM7	F10	None	Negative_Control	0.217	20200819	0
L_cre_BM7	F11	None	Negative_Control	0.199	20200819	0
803407	C2	1_mg_ml	Treatment	0.472	20200819	0
803407	C3	1_mg_ml	Treatment	0.333	20200819	0
803407	C6	0.1_mg_ml	Treatment	0.222	20200819	0
803407	C7	0.1_mg_ml	Treatment	0.244	20200819	0
803406	B2	1_mg_ml	Treatment	0.463	20200819	0
